product_id,category,product_title,brand,model,features,price,rating,review_count,image_url
B09X9XHWVL,Laptop Bags,"KBBRD Bennett Nylon Drax Laptops, Tablets Laptop Bag Sleeve Case Cover Pouch for 14 Inches Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro Grey (Drax Sleeve)",KBBRD,Drax Sleeve,"Brand KBBRD Manufacturer Tabelito Trade India, Texcoco Enterprices, 9958166528 Series Drax Sleeve Colour Grey Form Factor Sleeve Item Height 20 Millimeters Item Width 37 Centimeters Standing screen display size 14 Inches Product Dimensions 27 x 37 x 2 cm; 399 g Item model number Drax Sleeve Are Batteries Included No Included Components Laptop Sleeve Manufacturer Tabelito Trade India Country of Origin India Item Weight 399 g",299.0,4.1,6590,https://m.media-amazon.com/images/I/41hoaxBOVdL._SX300_SY300_QL70_ML2_.jpg
B09S2655QT,Laptop Bags,Tabelito Polyester Hybrid Laptop Bag Sleeve Case Cover Pouch for 14 Inch(35Cm) Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Blue),Tabelito,Hybrid Sleeve,"Brand Tabelito Manufacturer Tabelito Trade India, 9958166528 Series Hybrid Sleeve Colour Blue Form Factor Sleeve Item Height 20 Millimeters Item Width 38 Centimeters Standing screen display size 14 Inches Product Dimensions 28 x 38 x 2 cm; 399 g Item model number Hybrid Sleeve Are Batteries Included No Included Components Laptop Sleeve Manufacturer Tabelito Trade India Country of Origin India Item Weight 399 g",299.0,4.1,5727,https://m.media-amazon.com/images/I/41YVBuunQsL._SX300_SY300_QL70_ML2_.jpg
B0CRDRHHKR,Laptop Bags,"ASUS AP1601 Laptop Bag, 18L Storage capcity Backpack, Suitable for 16-inch Laptop (Grey)",ASUS,AP1601,"Brand ASUS Manufacturer AP1601 ASUS BACKPACK, Torg India Private Limited, Nagpur Maharashtra Series AP1601 ASUS BACKPACK Colour Charcoal Grey Item Height 45 Centimeters Item Width 12 Centimeters Product Dimensions 32 x 12 x 45 cm; 400 g Item model number AP1601 Included Components Laptop Bag Manufacturer AP1601 ASUS BACKPACK Country of Origin India Item Weight 400 g",599.0,4.1,137,https://m.media-amazon.com/images/I/41iiQeW7n2L._SX300_SY300_QL70_ML2_.jpg
B09QCYXZ1H,Laptop Bags,"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)",Lenovo,4X41C94115,"Brand Lenovo Manufacturer Lenovo, Out shiny India Private Limited, Maruthi Mandira Arisina Kunta Bangalore Next to Holiday Plam Hotel India Pondy 2, Nelamang, Bangalore - 562123 Series Value Lite Backpack Colour Black Item Height 44 Centimeters Item Width 8.5 Centimeters Product Dimensions 30.5 x 8.5 x 44 cm; 560 g Item model number 4X41C94115 Are Batteries Included No Included Components Lenovo 16-inch Value Lite Backpack (India), Hangtag, Warranty letter Manufacturer Lenovo Country of Origin India Item Weight 560 g",699.0,4.3,453,https://m.media-amazon.com/images/I/314g3Wi6LmL._SX300_SY300_QL70_ML2_.jpg
B09Q8Y59KH,Laptop Bags,"MOCA 360 Protective Laptop Sleeve for 14-inch MacBook Pro M1 Pro/Max 2021 A2442, 13.5-14.4 Inch Surface Laptop Studio 2021/4/3, Surface Book 3/2/1, Waterproof Case Bag for ASUS VivoBook/ZenBook 14 (13.3 - 14 Inch, Grey)",MOCA,CCC-AAA-FR-0725-A-38,"Brand MOCA Manufacturer MOCA, GRAB MORE ENTERPRISES , saravali village bhiwandi 421302 Colour Grey Form Factor Case Item Height 25 Centimeters Item Width 5 Centimeters Standing screen display size 7 Inches Product Dimensions 32 x 5 x 25 cm; 300 g Item model number CCC-AAA-FR-0725-A-38 Are Batteries Included No Included Components 1 x sleeve Manufacturer MOCA Country of Origin China Item Weight 300 g",1446.0,4.3,1150,https://m.media-amazon.com/images/I/5145ekJlTWL._SY300_SX300_QL70_ML2_.jpg
B0DQ7T2D3Y,Laptop Bags,"TRU SPIRITS Laptop Bag/Pouch/Case/Sleeve with Handle & Two Front Accessory Pockets  Compatible with Apple, Dell, Lenovo, Asus, HP, Samsung, Mi, MacBook & Notebooks (Black, 15.6)",TRU SPIRITS,TSP_LS,"Product Dimensions 25 x 35 x 3 cm; 300 g Item model number TSP_LS Special features Accessory Pockets, Sturdy Handle, Durable Construction, Water Resistant Other display features Shoes Colour Black Manufacturer Fitspirits Brands Pvt. Ltd. Country of Origin India Item Weight 300 g",399.0,4.9,306,https://m.media-amazon.com/images/I/31Ie8xfoAcL._SX300_SY300_QL70_ML2_.jpg
B09FJSVFFG,Laptop Bags,"MOCA 360 Protective Laptop Sleeve Compatible with MacBook Pro 16 inch, 15 15.4 15.6 inch Dell HP Asus Acer Samsung Sony Chromebook, Polyester Bag with Trolley Belt (Airy Blue, 16 Inch)",MOCA,Unknown Brand,"Brand MOCA Manufacturer MOCA, GRAB MORE ENTERPRISES A 201 SARAVALI VILLAGE BHIWANDI 421302 , CONTACT 9870954786 , grabmoreonline@gmail.com Product Dimensions 43.51 x 2.01 x 30.99 cm; 250 g Compatible Devices Laptops Special Features Lightweight Mounting Hardware Handbag,,,, Number of items 1 Batteries Required No Material Polyester Form Factor Sleeve Device type Pouch Manufacturer MOCA Country of Origin China Item Weight 250 g",1276.0,3.8,39,https://m.media-amazon.com/images/I/41QZgPFVltL._SY300_SX300_QL70_ML2_.jpg
B0C5T56YNY,Laptop Bags,"RIONTO Messenger Bag - Laptop Bag for Men, PU Leather Expandable Office Bag for Men | Supports Laptop Upto 15.6 inches (Tan)",RIONTO,AA-9LK6-0KLX,"Brand RIONTO Manufacturer Rionto, Rionto Innovations, Madhapur, Hyderabad, Customer Support: +91 95422 95514 Series Messenger Bag Colour Tan Item Height 43.5 Centimeters Item Width 32.9 Centimeters Product Dimensions 6.5 x 32.9 x 43.5 cm; 840 g Item model number AA-9LK6-0KLX Are Batteries Included No Included Components Messenger Bag, Adjustable Shoulder Strap Manufacturer Rionto Country of Origin India Item Weight 840 g",1399.0,4.4,915,https://m.media-amazon.com/images/I/41no8W2cmlL._SX300_SY300_QL70_ML2_.jpg
B0BRJ9KGM5,Laptop Bags,"DYAZO 13"" to 13.3 inch Laptop Sleeve/Cover/Case with Handle & Two Accessories Compatible for Apple, Dell, Lenovo, ASUS, Hp, Samsung, Mi, MacBook and All Other Notebooks (Grey)",Dyazo,Unknown Brand,"Brand Dyazo Manufacturer Dyazo, Dyazo F 15 Ground Floor Okhala Phase 1 new Delhi 110020 customer care 7270000727 Colour Grey Form Factor Sleeve Item Height 24 Centimeters Item Width 3.8 Centimeters Product Dimensions 35 x 3.8 x 24 cm; 125 g Included Components laptop sleeve Manufacturer Dyazo Country of Origin China Item Weight 125 g",299.0,4.2,322,https://m.media-amazon.com/images/I/41n6NLjSS7L._SX300_SY300_QL70_ML2_.jpg
B0CPJ7TKSB,Laptop Bags,"Amazon Basics Laptop Bag Sleeve Case Cover Pouch for Men & Women | 15.6 Inch Laptop/MacBook, Office/College Laptop Bag | Side Handle | Multiple Pockets | Water Repellent | Shock Absorber (Black)",amazon basics,AB50,"Brand amazon basics Manufacturer IRIS TECH, G-1/G-2, DHARAM COMPLEX, PHASE-1, OPP.SAPNA BAR, ANJUR MANKOLI ROAD, BHIWANDI - 421302 Colour Black - 15.6 inch - Side Handle Form Factor Cover Item Height 30 Centimeters Item Width 29.5 Centimeters Product Dimensions 43 x 29.5 x 30 cm; 212 g Item model number AB50 Included Components 1 Laptop Sleeve Manufacturer IRIS TECH Country of Origin China Item Weight 212 g",279.0,4.1,951,https://m.media-amazon.com/images/I/41raorZf2tL._SX300_SY300_QL70_ML2_.jpg
B0C7HC675G,Laptop Bags,Dyazo Slim 15.6 inch water resistant Laptop Backpack Business Notebook computer bag suitable for office College School Men & Women,Dyazo,DZ 4363,"Brand Dyazo Manufacturer DYAZO, DYAZO F 15 Ground Floor Okhala Phase 1 New Delhi 110048 Series DZ 4363 Colour Grey and Black Item Height 40 Centimeters Item Width 30 Centimeters Product Dimensions 20 x 30 x 40 cm; 200 g Item model number DZ 4363 Are Batteries Included No Included Components Backpack Manufacturer DYAZO Country of Origin China Item Weight 200 g",499.0,4.0,404,https://m.media-amazon.com/images/I/51GQA9aVcpL._SX300_SY300_QL70_ML2_.jpg
B0851GHGNF,Laptop Bags,"HAMMONDS FLYCATCHER Genuine Leather Office Bag for Men, 15.6 Inch Professional Laptop Bag for Men, Adjustable Strap and Multiple Compartments, Leather Bag for Men - 1 Year Warranty - Royal Blue",HAMMONDS FLYCATCHER,LB122BU,"Brand HAMMONDS FLYCATCHER Manufacturer Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714 Model LB122BU Product Dimensions 40 x 8 x 29 cm; 980 g Item model number LB122BU Special Features Laptop Compartment, Water Resistant Mounting Hardware Messenger Bag Number of items 1 Standing screen display size 16 Inches Batteries Required No Material Leather Manufacturer Hindustan Foam Country of Origin India Item Weight 980 g",3399.0,4.4,2769,https://m.media-amazon.com/images/I/41bOIOet4BL._SX300_SY300_QL70_ML2_.jpg
B09X6M9TX1,Laptop Bags,"Dyazo 15"" - 15.6 Inch Laptop Sleeve/Case Cover Compatible for HP, msi,Acer,Asus, Samsung, Razer, Microsoft, MacBook & Other All Note Book & Laptops (Grey) (Three Pocket 15.6 (Grey))",Dyazo,THREE POCKET 15.6 (grey),"Brand Dyazo Manufacturer DYAZO, Alliance trade links F 15 Ground Floor Okhala Phase 1 New Delhi 110020 contact 7270000727 Model THREE POCKET 15.6 (grey) Product Dimensions 40 x 29 x 3.8 cm; 140 g Item model number THREE POCKET 15.6 (grey) Compatible Devices Tablets Special Features Lightweight Design Mounting Hardware laptop sleeve Number of items 1 Batteries Included No Batteries Required No Material Memory Foam Form Factor Sleeve Device type Pouch Manufacturer DYAZO Country of Origin China Item Weight 140 g",299.0,4.4,418,https://m.media-amazon.com/images/I/41cRlwtg6FL._SY300_SX300_QL70_ML2_.jpg
B09JL5WNMM,Laptop Bags,"Dynotrek Feeder 11.6 Laptop Sleeve Case Hand Bag Waterproof Fabric Slimfit Cover Compatible for Most Surface Pro 9 8 7/Laptop Go 2 3, MacBook Air HP Asus Samsung Chromebook -Denim Blue",Dynotrek,DT01F11.6NBLU,"Brand Dynotrek Manufacturer Dynotrek India, dynotrekindia@gmail.com Model DT01F11.6NBLU Model Name Dynotrek Feeder Product Dimensions 32 x 24.13 x 3.81 cm; 200 g Item model number DT01F11.6NBLU Processor Count 1 Compatible Devices Laptops Special Features Slim Fit, Travel, Heavy Duty Protection, Universal Mounting Hardware 1 Laptop Sleeve Number of items 1 Standing screen display size 11.6 Inches Batteries Included No Batteries Required No Material Lycra, Nylon, Genuine Fur, Canvas Form Factor Bumper, Slide, Basic Case Device type Pouch Includes Rechargeable Battery No Manufacturer Dynotrek India Country of Origin India Item Weight 200 g",349.0,4.1,960,https://m.media-amazon.com/images/I/51KIcCJ40jL._SX300_SY300_QL70_ML2_.jpg
B09X66TRW1,Laptop Bags,"Dyazo Laptop Sleeve 15.6 inches, Durable Shockproof Neoprene Case Cover Carrying Bag Case with Pockets Compatible for HP/Crome Book/ASUS & Other Laptops, Notebook, Black (ONE Pocket 15.6 Black)",Dyazo,ONE POCKET 15.6 Black,"Brand Dyazo Manufacturer DYAZO, Alliance trade links F 15 Ground Floor Okhala Phase 1 New Delhi 110020 contact 7270000727 Model ONE POCKET 15.6 Black Product Dimensions 39 x 28 x 3 cm; 130 g Item model number ONE POCKET 15.6 Black Compatible Devices Laptops Special Features Shockproof, Water Resistant, Lightweight, Scratch Resistant Mounting Hardware laptop sleeve Number of items 1 Standing screen display size 15.6 Inches Batteries Included No Batteries Required No Material Polyester Form Factor Sleeve, Case, Cover, Bag Device type Pouch Manufacturer DYAZO Country of Origin China Item Weight 130 g",379.0,4.1,1278,https://m.media-amazon.com/images/I/31B6Si2QUrL._SY300_SX300_QL70_ML2_.jpg
B0DDCCCZZH,Laptop Bags,"Bagtronix Drax Laptop Bag Sleeve Case Cover Pouch for Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Grey) (Grey, 15.6 inch)",Bagtronix,DRAX_P,"Product Dimensions 29 x 39 x 2 cm; 479 g Item model number DRAX_P Special features Slim Fit, Travel, Heavy Duty Protection Other display features Personal Computer Form factor Sleeve Colour Grey Whats in the box Laptop Sleeve Manufacturer Texcoco Enterprises Country of Origin India Item Weight 479 g",299.0,4.6,35,https://m.media-amazon.com/images/I/41+CfKQN9dL._SY300_SX300_.jpg
B0D6RCX4DJ,Laptop Bags,"KBBRD Bennett Nylon Drax Laptops,Tablets Laptop Bag Sleeve Case Cover Pouch For 13.3 Inches Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/Macbook/Ultrabook/Thinkpad/Ideapad/Surfacepro Grey (Drax Sleeve)",KBBRD,Drax Sleeve,"Brand KBBRD Manufacturer Tabelito Trade India, Texcoco Enterprices, 9958166528 Series Drax Sleeve Colour Black Form Factor Sleeve Item Height 37.3 Centimeters Item Width 30.5 Centimeters Product Dimensions 4.3 x 30.5 x 37.3 cm; 320 g Item model number Drax Sleeve Are Batteries Included No Included Components Laptop Sleeve Manufacturer Tabelito Trade India Country of Origin India Item Weight 320 g",299.0,4.4,11,https://m.media-amazon.com/images/I/41JMXdRg-IL._SY300_SX300_QL70_ML2_.jpg
B09X9TJMXY,Laptop Bags,"KBBRD Bennett Nylon Drax Laptop Bag Sleeve Case Cover Pouch for 14 Inches Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro,Laptops,Tablets(Blue,Drax Sleeve)",KBBRD,Drax Sleeve,"Brand KBBRD Manufacturer Tabelito Trade India, Texcoco Enterprices, 9958166528 Series Drax Sleeve Colour Blue Form Factor Sleeve Item Height 20 Millimeters Item Width 37 Centimeters Product Dimensions 27 x 37 x 2 cm; 399 g Item model number Drax Sleeve Are Batteries Included No Included Components Laptop Sleeve Manufacturer Tabelito Trade India Country of Origin India Item Weight 399 g",299.0,4.1,6590,https://m.media-amazon.com/images/I/51E85Vdpw0L._SY300_SX300_QL70_ML2_.jpg
B09YP3ZTDW,Laptop Bags,"MOCA 360 Protective Laptop Sleeve Compatible with MacBook Pro 16 inch, 15 15.4 15.6 inch Dell HP Asus Acer Samsung Sony Chromebook, Polyester Bag with Trolley Belt (Grey, 16 Inch)",MOCA,Unknown Brand,"Brand MOCA Manufacturer MOCA, GRAB MORE ENTERPRISES A 201 SARAVALI VILLAGE BHIWANDI 421302 , CONTACT 9870954786 , grabmoreonline@gmail.com Colour Grey Form Factor Sleeve Item Height 38.79 Centimeters Item Width 29.6 Centimeters Product Dimensions 5 x 29.6 x 38.79 cm; 280 g Are Batteries Included No Included Components 1 x sleeve,,,, Manufacturer MOCA Country of Origin China Item Weight 280 g",1276.0,4.3,58,https://m.media-amazon.com/images/I/51-qLaR1hdL._SY300_SX300_QL70_ML2_.jpg
B091NZ9MYB,Laptop Bags,Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),KBBRD,Drax,"Brand KBBRD Manufacturer Texcoco Enterprises, Texcoco Enterprices, 9958166528 Series Drax Sleeve Colour Blue Form Factor Cover Item Height 20 Millimeters Item Width 39 Centimeters Standing screen display size 15.6 Inches Product Dimensions 29 x 39 x 2 cm; 479 g Item model number Drax Included Components Laptop Sleeve Manufacturer Texcoco Enterprises Country of Origin India Item Weight 479 g",299.0,4.1,6590,https://m.media-amazon.com/images/I/51E85Vdpw0L._SY300_SX300_QL70_ML2_.jpg
B09FJSSCYC,Laptop Bags,"MOCA 360 Protective Laptop Sleeve Compatible with MacBook Pro 16 inch, 15 15.4 15.6 inch Dell HP Asus Acer Samsung Sony Chromebook, Polyester Bag with Trolley Belt (Navy Blue, 16 Inch)",MOCA,Unknown Brand,Brand MOCA Manufacturer MOCA Colour Navy Blue Form Factor Sleeve Item Height 12.2 Inches Item Width 0.79 Inches Product Dimensions 43.51 x 2.01 x 30.99 cm; 290 g Included Components Handbag Manufacturer MOCA Country of Origin China Item Weight 290 g,1299.0,4.0,36,https://m.media-amazon.com/images/I/41oNcfIL6rL._SY300_SX300_QL70_ML2_.jpg
B0DDC9VJ6M,Laptop Bags,Bagtronix Drax Laptop Bag Sleeve Case Cover Pouch for 14 Inch Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Black),Bagtronix,DRAX_BLACK14-bag,"Product Dimensions 29 x 39 x 2 cm; 479 g Item model number DRAX_BLACK14-bag Special features Slim Fit, Travel, Heavy Duty Protection Other display features Personal Computer Form factor Sleeve Colour Black Whats in the box Laptop Sleeve Manufacturer Texcoco Enterprises Country of Origin India Item Weight 479 g",299.0,4.6,35,https://m.media-amazon.com/images/I/31airyLU84L._SX300_SY300_QL70_ML2_.jpg
B0DDCBBZY4,Laptop Bags,"Bagtronix Drax Laptop Bag Sleeve Case Cover Pouch for Laptop for Men & Women Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro,Laptops, Tablets(Black, 15.6 inch)",Bagtronix,DRAX_BLACK15.6-bag,"Product Dimensions 29 x 39 x 2 cm; 469 g Item model number DRAX_BLACK15.6-bag Special features Slim Fit, Travel, Heavy Duty Protection Other display features Personal Computer Form factor Sleeve Colour Black Whats in the box Laptop Sleeve Manufacturer Texcoco Enterprises Country of Origin India Item Weight 469 g",299.0,4.6,35,https://m.media-amazon.com/images/I/31airyLU84L._SX300_SY300_QL70_ML2_.jpg
B09FJTDL8H,Laptop Bags,"MOCA 360 Protective Laptop Sleeve Compatible with MacBook Pro 16 inch, 15 15.4 15.6 inch Dell HP Asus Acer Samsung Sony Chromebook, Polyester Bag with Trolley Belt (Winered, 16 Inch)",MOCA,Unknown Brand,Brand MOCA Manufacturer MOCA Colour Winered Form Factor Sleeve Item Height 12.2 Inches Item Width 0.79 Inches Product Dimensions 43.51 x 2.01 x 30.99 cm; 300 g Included Components Handbag Manufacturer MOCA Country of Origin China Item Weight 300 g,1359.0,4.2,26,https://m.media-amazon.com/images/I/41cZizdVCPL._SY300_SX300_QL70_ML2_.jpg
